probe chr TSS NAME strand
5201 5 139682706 PFDN1 -
5202 1 161087901 PFDN2 -
5203 20 52824386 PFDN4 +
5204 12 53689075 PFDN5 +
10471 6 33257079 PFDN6 +
5208 1 207222801 PFKFB2 +
5209 10 6186881 PFKFB3 +
5210 3 48599448 PFKFB4 -
5211 21 45719934 PFKL +
5213 12 48498922 PFKM +
5214 10 3108525 PFKP +
5216 17 4852356 PFN1 -
5217 3 149768575 PFN2 -
345456 5 176827637 PFN3 -
375189 2 24346347 PFN4 -
643834 11 60970779 PGA3 +
643847 11 60989688 PGA4 +
5222 11 61008514 PGA5 +
5223 10 99185917 PGAM1 +
5224 7 44105186 PGAM2 -
192111 12 133287405 PGAM5 +
80055 2 197792520 PGAP1 -
27315 11 3818954 PGAP2 +
93210 17 37853050 PGAP3 -
84547 6 28249314 PGBD1 +
267002 1 249200395 PGBD2 +
267004 10 50747086 PGBD3 -
161779 15 34394274 PGBD4 +
79605 1 230561475 PGBD5 -
5225 6 41721847 PGC -
5226 1 10458649 PGD +
5228 14 75422487 PGF -
5229 5 114598569 PGGT1B -
5232 6 49755053 PGK2 -
25796 19 17622438 PGLS +
8993 19 46526323 PGLYRP1 -
114770 19 15609767 PGLYRP2 -
114771 1 153283194 PGLYRP3 -
57115 1 153321316 PGLYRP4 -
5236 1 64058947 PGM1 +
55276 4 37828255 PGM2 +
283209 11 74109518 PGM2L1 -
5238 6 83903655 PGM3 -
5239 9 70943224 PGM5 +
283871 16 2264808 PGP -
54858 19 18451397 PGPEP1 +
145814 15 99551024 PGPEP1L -
5241 11 101001255 PGR -
10424 4 129209984 PGRMC2 -
9489 17 76374721 PGS1 +
221692 6 12717893 PHACTR1 +
9749 6 143857982 PHACTR2 +
116154 20 58152564 PHACTR3 +
65979 1 28696114 PHACTR4 +
51808 5 125935960 PHAX +
5245 17 47492246 PHB -
11331 12 7079988 PHB2 -
1911 12 9066492 PHC1 +
1912 1 33896653 PHC2 -
80012 3 169899537 PHC3 -
5252 6 33378176 PHF1 +
55274 6 170124151 PHF10 -
51131 13 50069746 PHF11 +
57649 17 27278789 PHF12 -
148479 1 6673745 PHF13 +
9678 7 11013499 PHF14 +
26147 9 123639606 PHF19 -
5253 9 96338689 PHF2 +
51230 20 34359896 PHF20 +
51105 8 133787618 PHF20L1 +
51317 11 46142985 PHF21A -
112885 22 45405880 PHF21B -
79142 17 7143041 PHF23 -
23469 6 64345725 PHF3 +
84844 22 41864729 PHF5A -
51533 3 52444673 PHF7 +
26227 1 120202421 PHGDH +
644844 15 40643234 PHGR1 +
55023 6 79787953 PHIP -
5257 16 47495034 PHKB +
5260 7 56160689 PHKG1 -
5261 16 30759591 PHKG2 +
22822 12 76427712 PHLDA1 -
7262 11 2950685 PHLDA2 -
23612 1 201438365 PHLDA3 -
23187 11 118477155 PHLDB1 +
90102 3 111451344 PHLDB2 +
653583 19 44009087 PHLDB3 -
23239 18 60382672 PHLPP1 +
23035 16 71758604 PHLPP2 -
162466 17 47308128 PHOSPHO1 -
493911 2 170550975 PHOSPHO2 +
401 11 71956708 PHOX2A -
8929 4 41750987 PHOX2B -
29085 9 139743176 PHPT1 +
57661 11 576486 PHRF1 +
10745 1 114302111 PHTF1 -
57157 7 77428122 PHTF2 +
5264 10 13344412 PHYH -
254295 9 131683174 PHYHD1 +
9796 8 22089854 PHYHIP -
84457 10 60936350 PHYHIPL +
85007 5 177659792 PHYKPL -
51050 8 75736772 PI15 +
221476 6 36922209 PI16 +
5266 20 43803517 PI3 +
55361 10 99344131 PI4K2A +
55300 4 25162263 PI4K2B +
5297 22 21213705 PI4KA -
5298 1 151300191 PI4KB -
196500 12 6809966 PIANP -
8554 15 68346517 PIAS1 +
9063 18 44500123 PIAS2 -
10401 1 145575233 PIAS3 -
51588 19 4007644 PIAS4 +
10464 13 73356197 PIBF1 +
8301 11 85780924 PICALM -
9463 22 38452318 PICK1 +
55022 2 230136001 PID1 -
9780 16 88851619 PIEZO1 -
63895 18 11148587 PIEZO2 -
80119 15 65117867 PIF1 -
128344 1 111888910 PIFO +
9488 15 55611158 PIGB +
5279 1 172413230 PIGC -
5281 2 46844258 PIGF -
54872 4 492989 PIGG +
5283 14 68067004 PIGH -
10026 1 77685115 PIGK -
9487 17 16120505 PIGL +
93183 1 160001783 PIGM -
23556 18 59854351 PIGN -
84720 9 35096591 PIGO -
51227 21 38445470 PIGP -
9091 16 616995 PIGQ +
5284 1 207119811 PIGR -
94005 17 26898890 PIGS -
51604 20 44044717 PIGT +
128869 20 33264910 PIGU -
55650 1 27113963 PIGV +
284098 17 34890847 PIGW +
54965 3 196366646 PIGX +
84992 4 89442940 PIGY -
80235 3 196695931 PIGZ -
55011 19 49956754 PIH1D1 -
120379 11 111944998 PIH1D2 -
118788 10 98480271 PIK3AP1 -
5286 11 17229530 PIK3C2A -
5287 1 204463852 PIK3C2B -
5288 12 18400548 PIK3C2G +
5289 18 39535171 PIK3C3 +
5290 3 178865902 PIK3CA +
5291 3 138553780 PIK3CB -
5293 1 9711790 PIK3CD +
5294 7 106505723 PIK3CG +
113791 22 31688520 PIK3IP1 -
5295 5 67511548 PIK3R1 +
5296 19 18263928 PIK3R2 +
8503 1 46642160 PIK3R3 -
30849 3 130465673 PIK3R4 -
23533 17 8869029 PIK3R5 -
146850 17 8770994 PIK3R6 -
200576 2 209130991 PIKFYVE +
29992 7 99965153 PILRA +
29990 7 99933737 PILRB +
5292 6 37137979 PIM1 +
415116 22 50354161 PIM3 +
5300 19 9945933 PIN1 +
65018 1 20959948 PINK1 +
390940 19 44080952 PINLYP +
54984 8 10697394 PINX1 -
5304 7 142829170 PIP +
5305 10 23003484 PIP4K2A -
8396 17 36956379 PIP4K2B -
79837 12 57984957 PIP4K2C +
8394 1 151170425 PIP5K1A +
8395 9 71320575 PIP5K1B +
23396 19 3700477 PIP5K1C -
138429 9 130693076 PIP5KL1 -
51268 17 27277531 PIPOX +
644139 17 10741762 PIRT -
23761 22 32058418 PISD -
57095 1 24104895 PITHD1 +
5306 17 1466110 PITPNA -
23760 22 28316122 PITPNB -
26207 17 65373575 PITPNC1 +
9600 11 67273734 PITPNM1 -
57605 12 123634562 PITPNM2 -
83394 17 6459814 PITPNM3 -
10531 10 3215003 PITRM1 -
5307 5 134370503 PITX1 -
5308 4 111563279 PITX2 -
5309 10 104001231 PITX3 -
9271 12 130822432 PIWIL1 +
55124 8 22132810 PIWIL2 +
440822 22 25170687 PIWIL3 -
143689 11 94277006 PIWIL4 +
9867 5 108745695 PJA2 -
5310 16 2185899 PKD1 -
168507 7 47988088 PKD1L1 -
5311 4 88928820 PKD2 +
9033 10 102090243 PKD2L1 -
27039 5 137223657 PKD2L2 +
91461 2 42275160 PKDCC +
10343 22 46659219 PKDREJ -
5314 6 51952423 PKHD1 -
93035 8 110374706 PKHD1L1 +
5569 8 79428374 PKIA +
5570 6 122793076 PKIB +
11142 20 43160426 PKIG +
5313 1 155271225 PKLR -
5315 15 72524164 PKM -
9088 16 3030540 PKMYT1 -
5585 19 14543865 PKN1 +
5586 1 89149905 PKN2 +
29941 9 131464802 PKN3 +
5316 21 44394620 PKNOX1 +
63876 11 125034583 PKNOX2 +
5317 1 201252580 PKP1 +
5318 12 33049774 PKP2 -
11187 11 392614 PKP3 +
8502 2 159313476 PKP4 +
51365 3 119316689 PLA1A +
8399 16 14788526 PLA2G10 -
81579 4 110651233 PLA2G12A -
84647 10 74714536 PLA2G12B -
23659 16 68279207 PLA2G15 +
11145 11 63384355 PLA2G16 -
5319 12 120765592 PLA2G1B -
5320 1 20306932 PLA2G2A -
391013 1 20503917 PLA2G2C -
26279 1 20446050 PLA2G2D -
30814 1 20250110 PLA2G2E -
64600 1 20465819 PLA2G2F +
50487 22 31536593 PLA2G3 -
5321 1 186798085 PLA2G4A +
100137049 15 42120283 PLA2G4B +
8605 19 48614074 PLA2G4C -
283748 15 42386752 PLA2G4D -
123745 15 42343388 PLA2G4E -
255189 15 42448839 PLA2G4F -
5322 1 20354672 PLA2G5 +
8398 22 38601697 PLA2G6 -
7941 6 46703430 PLA2G7 -
22925 2 160919121 PLA2R1 -
9373 9 26947461 PLAA -
51316 4 84058228 PLAC8 -
153770 5 145483932 PLAC8L1 -
219348 10 81891438 PLAC9 +
5324 8 57123883 PLAG1 -
5325 6 144385735 PLAGL1 -
5326 20 30795594 PLAGL2 -
5327 8 42065242 PLAT -
5328 10 75668935 PLAU +
5329 19 44174699 PLAUR -
151056 2 28680012 PLB1 +
79887 12 14721283 PLBD1 -
196463 12 113796371 PLBD2 +
23236 20 8112824 PLCB1 +
5330 15 40600136 PLCB2 -
5331 11 64018995 PLCB3 +
5332 20 9049410 PLCB4 +
5333 3 38071253 PLCD1 -
113026 17 43210721 PLCD3 -
84812 2 219472488 PLCD4 +
51196 10 95753746 PLCE1 +
5335 20 39765600 PLCG1 +
5336 16 81772702 PLCG2 +
23007 3 155462856 PLCH1 -
9651 1 2357419 PLCH2 +
5334 2 198669426 PLCL1 +
23228 3 16844159 PLCL2 +
257068 3 111393523 PLCXD2 +
345557 5 41510730 PLCXD3 -
89869 12 18890991 PLCZ1 -
5337 3 171528740 PLD1 -
5338 17 4710391 PLD2 +
23646 19 40854363 PLD3 +
122618 14 105391153 PLD4 +
200150 1 242687998 PLD5 -
201164 17 17109629 PLD6 -
5339 8 145050902 PLEC -
5341 2 68592305 PLEK +
26499 14 67878917 PLEK2 -
59338 10 124134212 PLEKHA1 +
59339 8 38758753 PLEKHA2 +
65977 2 179345195 PLEKHA3 +
57664 19 49371889 PLEKHA4 -
54477 12 19282648 PLEKHA5 +
22874 1 204346793 PLEKHA6 -
144100 11 17035990 PLEKHA7 -
84725 7 30067020 PLEKHA8 +
58473 11 73357223 PLEKHB1 +
55041 2 131862420 PLEKHB2 +
400224 14 69951409 PLEKHD1 +
79156 19 30155963 PLEKHF1 +
79666 8 96146032 PLEKHF2 +
57480 6 150920999 PLEKHG1 +
64857 19 39903225 PLEKHG2 +
26030 14 65170820 PLEKHG3 +
25894 16 67311413 PLEKHG4 +
153478 5 140373 PLEKHG4B +
57449 1 6580121 PLEKHG5 -
55200 12 6419602 PLEKHG6 +
440107 12 93115281 PLEKHG7 +
57475 14 68000018 PLEKHH1 +
130271 2 43864412 PLEKHH2 +
79990 17 40829048 PLEKHH3 -
55111 19 2237703 PLEKHJ1 -
9842 17 43568115 PLEKHM1 -
23207 1 16010827 PLEKHM2 +
389072 2 208890284 PLEKHM3 -
84069 1 901877 PLEKHN1 +
51177 1 150121373 PLEKHO1 +
80301 15 65134088 PLEKHO2 +
79949 10 115511213 PLEKHS1 +
349633 11 112131583 PLET1 -
5340 6 161123270 PLG +
5343 2 87248975 PLGLB1 -
5342 2 88047606 PLGLB2 +
55848 9 5437878 PLGRKT -
5346 15 90222658 PLIN1 -
123 9 19149288 PLIN2 -
10226 19 4867780 PLIN3 -
729359 19 4517716 PLIN4 -
440503 19 4535236 PLIN5 -
5347 16 23688977 PLK1 +
10769 5 57756087 PLK2 -
1263 1 45265897 PLK3 +
10733 4 128802016 PLK4 +
126520 19 1524073 PLK5 +
51090 16 57318599 PLLP -
5350 6 118869461 PLN +
5351 1 11994262 PLOD1 +
5352 3 145881440 PLOD2 -
8985 7 100861701 PLOD3 -
5356 4 155471587 PLRG1 -
5357 3 142315229 PLS1 +
5359 3 146262651 PLSCR1 -
57047 3 146213778 PLSCR2 -
57088 3 145968966 PLSCR4 -
389158 3 146324003 PLSCR5 -
5360 20 44540794 PLTP -
83483 19 17488159 PLVAP -
57125 17 37310647 PLXDC1 -
84898 10 20105168 PLXDC2 +
5361 3 126707437 PLXNA1 +
5362 1 208417665 PLXNA2 -
91584 7 132333447 PLXNA4 -
5364 3 48471594 PLXNB1 -
23654 22 50746056 PLXNB2 -
10154 12 94542499 PLXNC1 +
23129 3 129325661 PLXND1 -
148811 1 205819260 PM20D1 -
135293 6 89855769 PM20D2 +
5366 18 57567180 PMAIP1 +
5367 12 102591623 PMCH -
6490 12 56367101 PMEL -
56937 20 56286592 PMEPA1 -
11243 1 156182784 PMF1 +
83449 16 72210777 PMFBP1 -
5371 15 74287014 PML +
5372 22 41985894 PMM1 -
5373 16 8882680 PMM2 +
5375 8 82359758 PMP2 -
5376 17 15168643 PMP22 -
23203 9 139305110 PMPCA +
9512 7 102937869 PMPCB +
5378 2 190649107 PMS1 +
5395 7 6048756 PMS2 -
10654 1 154909467 PMVK -
25957 6 99873207 PNISR -
25953 2 219135115 PNKD +
11284 19 50371166 PNKP -
154197 6 160221298 PNLDC1 +
5406 10 118305443 PNLIP +
5407 10 118349897 PNLIPRP1 +
119548 10 118187379 PNLIPRP3 +
9240 14 74181128 PNMA1 -
10687 8 26371608 PNMA2 -
55228 19 46974820 PNMAL1 -
57469 19 46999755 PNMAL2 -
5409 17 37824234 PNMT +
5411 14 39644387 PNN +
56902 2 68384976 PNO1 +
5368 8 28174503 PNOC +
4860 14 20937113 PNP +
285848 6 36210980 PNPLA1 +
57104 11 818902 PNPLA2 +
80339 22 44319619 PNPLA3 +
150379 22 44287893 PNPLA5 -
10908 19 7598890 PNPLA6 +
375775 9 140444986 PNPLA7 -
50640 7 108210110 PNPLA8 -
55163 17 46018872 PNPO +
87178 2 55921045 PNPT1 -
10957 6 89790470 PNRC1 +
55629 1 24285599 PNRC2 +
25886 3 52188706 POC1A -
282809 12 89919801 POC1B -
134359 5 75013313 POC5 -
127435 1 53527854 PODN +
79883 19 14064204 PODNL1 -
5420 7 131242976 PODXL -
50512 3 127348024 PODXL2 +
23509 20 30795683 POFUT1 +
23275 21 46707813 POFUT2 -
57645 1 166808681 POGK +
56983 3 119187785 POGLUT1 +
23126 1 151431941 POGZ -
23649 11 65029233 POLA2 +
5423 8 42195972 POLB +
5424 19 50887461 POLD1 +
5425 7 44163957 POLD2 -
10714 11 74204896 POLD3 +
57804 11 67124443 POLD4 -
26073 17 26684545 POLDIP2 -
84271 22 43010968 POLDIP3 -
5426 12 133263951 POLE -
5427 14 50155140 POLE2 -
54107 9 116172952 POLE3 -
56655 2 75185619 POLE4 +
5428 15 89878092 POLG -
11232 17 62493154 POLG2 -
5429 6 43543887 POLH +
11201 18 51795774 POLI +
51426 5 74807581 POLK +
27343 10 103348027 POLL -
27434 7 44122139 POLM -
353497 4 2243848 POLN -
10721 3 121264853 POLQ -
25885 2 86333278 POLR1A -
84172 2 113299492 POLR1B +
9533 6 43477440 POLR1C +
51082 13 28194903 POLR1D +
64425 9 37485932 POLR1E +
5430 17 7387685 POLR2A +
5431 4 57843888 POLR2B +
5432 16 57496299 POLR2C +
5433 2 128615731 POLR2D -
5434 19 1095598 POLR2E -
5435 22 38348614 POLR2F +
5436 11 62529016 POLR2G +
5437 3 184079506 POLR2H +
5438 19 36606248 POLR2I -
5439 7 102119354 POLR2J -
246721 7 102312076 POLR2J2 -
548644 7 102213103 POLR2J3 -
5440 8 101162812 POLR2K +
5441 11 842545 POLR2L -
81488 15 57884231 POLR2M +
11128 10 79789303 POLR3A -
55703 12 106751436 POLR3B +
10623 1 145611025 POLR3C +
661 8 22102617 POLR3D +
55718 16 22308730 POLR3E +
10621 20 18447771 POLR3F +
10622 5 89767565 POLR3G +
84265 1 145470388 POLR3GL +
171568 22 41940610 POLR3H -
51728 16 103628 POLR3K -
5442 19 633597 POLRMT -
9883 7 72349936 POM121 +
100101267 7 75115548 POM121C -
285877 7 53103349 POM121L12 +
94026 6 27279949 POM121L2 -
5443 2 25391772 POMC -
55624 1 46685977 POMGNT1 -
84892 3 43147568 POMGNT2 -
84197 8 42948658 POMK +
51371 13 29233241 POMP +
10585 9 134378289 POMT1 +
29954 14 77787227 POMT2 -
22932 7 76256578 POMZP3 -
5444 7 95025673 PON1 -
5445 7 95064510 PON2 -
5446 7 95025680 PON3 -
10940 8 99129525 POP1 +
10775 19 30094924 POP4 +
51367 12 121019201 POP5 -
10248 7 100303676 POP7 +
64091 3 119384171 POPDC2 -
64208 6 105627870 POPDC3 -
5447 7 75528518 POR +
10631 13 38172981 POSTN -
25913 7 124570037 POT1 -
100996331 15 22083227 POTEB -
100287399 15 21071643 POTEB2 -
388468 18 14543584 POTEC -
317754 21 14982498 POTED +
445582 2 131975882 POTEE +
728378 2 130886795 POTEF -
404785 14 19553365 POTEG -
23784 22 16287937 POTEH +
653269 2 131267239 POTEI -
653781 2 131369054 POTEJ +
641455 14 20020272 POTEM +
5449 3 87325737 POU1F1 -
5450 11 111326355 POU2AF1 -
5451 1 167190066 POU2F1 +
5452 19 42700737 POU2F2 -
25833 11 120107349 POU2F3 +
5453 1 38512450 POU3F1 -
5454 6 99282580 POU3F2 +
5455 2 105471969 POU3F3 +
5457 13 79177673 POU4F1 -
5458 4 147560045 POU4F2 +
5459 5 145718587 POU4F3 +
5460 6 31148508 POU5F1 -
5462 8 128426535 POU5F1B +
134187 5 93077343 POU5F2 -
5463 12 51611477 POU6F1 -
11281 7 39017598 POU6F2 +
151649 3 20053822 PP2D1 -
5464 10 71993667 PPA1 -
27068 4 106395238 PPA2 -
56342 19 10216965 PPAN +
8611 5 54830878 PPAP2A -
8613 1 57110974 PPAP2B -
8612 19 291393 PPAP2C -
196051 10 122216466 PPAPDC1A +
84513 8 38126761 PPAPDC1B -
403313 9 4662298 PPAPDC2 +
84814 9 134165081 PPAPDC3 +
5465 22 46546424 PPARA +
5467 6 35310335 PPARD +
5468 3 12328867 PPARG +
10891 4 23905712 PPARGC1A -
133522 5 149109861 PPARGC1B +
5471 4 57301781 PPAT -
5473 4 74853914 PPBP -
60490 15 75315896 PPCDC +
79717 1 42921788 PPCS +
79144 20 62152077 PPDPF +
5470 4 76823724 PPEF2 -
8500 11 70116806 PPFIA1 +
8499 12 82153332 PPFIA2 -
8541 19 49622646 PPFIA3 +
8497 1 202995626 PPFIA4 +
8496 12 27676364 PPFIBP1 +
8495 11 7534529 PPFIBP2 +
51535 12 42632249 PPHLN1 +
5478 7 44836279 PPIA +
653505 1 147955419 PPIAL4A +
653598 1 149553003 PPIAL4C +
645142 1 148202536 PPIAL4D -
644591 1 143767881 PPIAL4G -
5479 15 64455404 PPIB -
5480 5 122372436 PPIC -
5481 4 159644548 PPID -
10450 1 40157854 PPIE +
10105 10 81107225 PPIF +
9360 2 170440850 PPIG +
10465 1 43124096 PPIH +
51645 6 36842800 PPIL1 -
23759 22 22006559 PPIL2 +
53938 2 201754026 PPIL3 -
85313 6 149867174 PPIL4 -
285755 6 109762374 PPIL6 -
9677 15 43882430 PPIP5K1 -
23262 5 102455853 PPIP5K2 +
5493 16 5010742 PPL -
5494 14 60712470 PPM1A +
5495 2 44395108 PPM1B +
8493 17 58677544 PPM1D +
22843 17 56833230 PPM1E +
9647 22 22307209 PPM1F -
5496 2 27632554 PPM1G -
57460 12 63328817 PPM1H -
333926 1 113258099 PPM1J -
152926 4 89205921 PPM1K -
151742 3 160473390 PPM1L +
132160 3 52279841 PPM1M +
147699 19 45992035 PPM1N +
51400 11 73882144 PPME1 +
5498 1 161136200 PPOX +
5499 11 67188654 PPP1CA -
5500 2 28974506 PPP1CB +
5501 12 111180744 PPP1CC -
5514 6 30586389 PPP1R10 -
6992 6 30034486 PPP1R11 +
4659 12 80329240 PPP1R12A -
4660 1 202317827 PPP1R12B +
54776 19 55628927 PPP1R12C -
23368 14 104313927 PPP1R13B -
10848 19 45909607 PPP1R13L -
94274 19 38747231 PPP1R14A -
26472 11 64014413 PPP1R14B -
81706 6 150464212 PPP1R14C +
54866 15 41120907 PPP1R14D -
23645 19 49375649 PPP1R15A +
84919 1 204380919 PPP1R15B -
84988 8 145703352 PPP1R16A +
26051 20 37434348 PPP1R16B +
10842 7 31726329 PPP1R17 +
170954 6 30655672 PPP1R18 -
5502 12 54982443 PPP1R1A -
84152 17 37782993 PPP1R1B +
151242 2 182818968 PPP1R1C +
5504 3 195270209 PPP1R2 -
129285 2 48667737 PPP1R21 +
9858 9 138370925 PPP1R26 +
116729 17 79792926 PPP1R27 -
220004 11 61248592 PPP1R32 +
221908 7 100034188 PPP1R35 -
145376 14 65016620 PPP1R36 +
284352 19 45594654 PPP1R37 +
5506 7 113715975 PPP1R3A -
79660 8 9009084 PPP1R3B -
5507 10 93392811 PPP1R3C -
5509 20 58515352 PPP1R3D -
90673 14 23772057 PPP1R3E -
648791 6 5085720 PPP1R3G +
286187 8 67968839 PPP1R42 -
5510 2 242088991 PPP1R7 +
5511 1 28157289 PPP1R8 +
55607 7 94536514 PPP1R9A +
84687 17 48227991 PPP1R9B -
5515 5 133561833 PPP2CA -
5516 8 30671830 PPP2CB -
5518 19 52693292 PPP2R1A +
5519 11 111637151 PPP2R1B -
5520 8 26149007 PPP2R2A +
5521 5 146464347 PPP2R2B -
5522 4 6565327 PPP2R2C -
55844 10 133747955 PPP2R2D +
5523 3 135684515 PPP2R3A +
55012 14 35591723 PPP2R3C -
5524 9 131873229 PPP2R4 +
5525 1 212458879 PPP2R5A +
5526 11 64685025 PPP2R5B +
5527 14 102228135 PPP2R5C +
5528 6 42952237 PPP2R5D +
5529 14 64010092 PPP2R5E -
5530 4 102269435 PPP3CA -
5532 10 75255782 PPP3CB -
5533 8 22298332 PPP3CC +
5534 2 68483369 PPP3R1 -
5535 9 104357283 PPP3R2 -
5531 16 30087299 PPP4C +
9989 18 9615238 PPP4R1 -
151987 3 73045936 PPP4R2 +
57718 14 94612465 PPP4R4 +
5536 19 46850251 PPP5C +
100506012 19 47104457 PPP5D1 -
5537 9 127952218 PPP6C -
22870 19 55770363 PPP6R1 -
9701 22 50781733 PPP6R2 +
55291 11 68228186 PPP6R3 +
23082 10 103892787 PPRC1 +
5538 1 40563375 PPT1 -
9374 6 32121218 PPT2 +
160760 12 111021125 PPTC7 -
23398 5 64859063 PPWD1 +
5539 17 42019836 PPY -
80148 18 77711664 PQLC1 -
54896 1 19638820 PQLC2 +
130814 2 11295324 PQLC3 +
84366 17 46799884 PRAC1 -
84279 2 73460366 PRADC1 -
84106 19 8567996 PRAM1 -
23532 22 22901768 PRAME -
65121 1 12851546 PRAMEF1 +
343071 1 12958101 PRAMEF10 -
440560 1 12891264 PRAMEF11 -
390999 1 12834984 PRAMEF12 +
729528 1 13673511 PRAMEF14 -
653619 1 13641973 PRAMEF15 +
391004 1 13716092 PRAMEF17 +
645414 1 13698405 PRAMEF19 -
65122 1 12916941 PRAMEF2 +
645425 1 13736907 PRAMEF20 +
653606 1 13035543 PRAMEF22 +
645359 1 13219581 PRAMEF26 -
400735 1 12946025 PRAMEF4 -
343068 1 13359819 PRAMEF5 +
440561 1 13117751 PRAMEF6 -
441871 1 12976450 PRAMEF7 +
391002 1 13390765 PRAMEF8 -
343070 1 13421176 PRAMEF9 +
118471 10 135160650 PRAP1 +
5542 12 11548500 PRB1 -
653247 12 11653975 PRB2 -
5544 12 11422739 PRB3 -
5545 12 11463369 PRB4 -
9055 15 91538859 PRC1 -
5546 1 156720402 PRCC +
768206 17 74523668 PRCD +
5547 11 82681626 PRCP -
639 6 106534195 PRDM1 +
56980 11 129872730 PRDM10 -
56981 11 45115564 PRDM11 +
59335 9 133539981 PRDM12 +
59336 6 100054606 PRDM13 +
63978 8 70983928 PRDM14 -
63977 21 43299591 PRDM15 -
63976 1 2985732 PRDM16 +
7799 1 14026693 PRDM2 +
11108 12 108155049 PRDM4 -
11107 4 121844025 PRDM5 -
93166 5 122424816 PRDM6 +
11105 16 90158480 PRDM7 -
56978 4 81105033 PRDM8 +
56979 5 23507264 PRDM9 +
5052 1 45988719 PRDX1 -
7001 19 12912694 PRDX2 -
10935 10 120938345 PRDX3 -
25824 11 64085560 PRDX5 +
9588 1 173446405 PRDX6 +
10113 2 27357543 PREB -
27166 5 176730775 PRELID1 +
153768 5 145214932 PRELID2 -
5549 1 203444956 PRELP +
5550 6 105850959 PREP -
9581 2 44589001 PREPL -
57580 20 47444420 PREX1 -
80243 8 68864353 PREX2 +
5551 10 72362531 PRF1 -
5553 11 57158130 PRG2 -
10394 11 57148623 PRG3 -
10216 1 186265405 PRG4 +
5554 12 11036854 PRH1 -
5555 12 11081835 PRH2 +
144165 12 42984157 PRICKLE1 -
166336 3 64431152 PRICKLE2 -
29964 6 41748087 PRICKLE4 +
5557 12 57146157 PRIM1 -
5558 6 57179603 PRIM2 +
145270 14 94254827 PRIMA1 -
201973 4 185570767 PRIMPOL +
5562 5 40798476 PRKAA1 -
5563 1 57110995 PRKAA2 +
5564 12 120105558 PRKAB1 +
5565 1 146644129 PRKAB2 -
5566 19 14228896 PRKACA -
5567 1 84543745 PRKACB +
5568 9 71629039 PRKACG -
5571 12 49412980 PRKAG1 -
51422 7 151574210 PRKAG2 -
53632 2 219696809 PRKAG3 -
5573 17 66507921 PRKAR1A +
5575 7 767287 PRKAR1B -
5576 3 48885279 PRKAR2A -
5577 7 106685094 PRKAR2B +
5578 17 64298754 PRKCA +
5579 16 23847322 PRKCB +
5580 3 53190025 PRKCD +
112464 11 6341877 PRKCDBP -
5581 2 45878484 PRKCE +
5582 19 54382444 PRKCG +
5583 14 61654277 PRKCH +
5584 3 169940153 PRKCI +
5588 10 6622263 PRKCQ -
5589 19 11546109 PRKCSH +
5590 1 1981909 PRKCZ +
5587 14 30661104 PRKD1 -
25865 19 47220384 PRKD2 -
23683 2 37551951 PRKD3 -
5591 8 48872743 PRKDC -
5592 10 52750945 PRKG1 +
5593 4 82136218 PRKG2 -
8575 2 179316239 PRKRA -
79706 7 102004319 PRKRIP1 +
5612 11 76092015 PRKRIR -
5617 6 22297730 PRL -
51052 2 238475217 PRLH +
2834 10 120355160 PRLHR -
5618 5 35230794 PRLR -
5619 16 11375207 PRM1 -
5620 16 11370337 PRM2 -
58531 16 11367452 PRM3 -
3276 19 50179043 PRMT1 +
3275 21 48055079 PRMT2 +
10196 11 20409076 PRMT3 +
10419 14 23398794 PRMT5 -
55170 1 107599267 PRMT6 +
54496 16 68344877 PRMT7 +
56341 12 3490515 PRMT8 +
23627 20 4702556 PRND +
5621 20 4666882 PRNP +
389333 5 138730885 PROB1 -
5624 2 128176003 PROC +
147011 17 27038872 PROCA1 -
10544 20 33759876 PROCR +
5625 22 18924066 PRODH -
58510 19 36304201 PRODH2 -
84432 1 110993822 PROK1 +
60675 3 71834357 PROK2 -
10887 2 68870721 PROKR1 +
128674 20 5297378 PROKR2 -
58503 4 71263599 PROL1 +
8842 4 16086001 PROM1 -
150696 2 95940201 PROM2 +
5626 5 177423243 PROP1 -
5627 3 93692910 PROS1 -
11212 8 37620111 PROSC +
80209 13 39612252 PROSER1 -
254427 10 11865338 PROSER2 +
5629 1 214156524 PROX1 +
283571 14 75330537 PROX2 -
8858 13 113812968 PROZ +
8559 10 13628927 PRPF18 +
27339 11 60674060 PRPF19 -
9129 1 150293925 PRPF3 +
26121 19 54618837 PRPF31 +
84950 1 52870236 PRPF38A +
55119 1 109234945 PRPF38B +
55015 14 45553302 PRPF39 +
9128 9 116037623 PRPF4 +
55660 2 153574511 PRPF40A -
25766 12 49962001 PRPF40B +
8899 6 4021501 PRPF4B +
24148 20 62612488 PRPF6 +
10594 17 1588176 PRPF8 -
5630 12 49687035 PRPH +
5961 6 42690312 PRPH2 -
221823 7 18067486 PRPS1L1 -
5635 17 74380602 PRPSAP1 -
5636 17 18743398 PRPSAP2 +
55771 17 57232860 PRR11 +
57479 19 50094900 PRR12 +
54458 12 53835389 PRR13 +
78994 16 30662038 PRR14 +
253143 22 32146126 PRR14L -
222171 7 29603427 PRR15 +
79170 17 46035244 PRR15L -
51334 5 119799973 PRR16 +
285800 6 166721936 PRR18 -
284338 19 42806250 PRR19 +
122183 13 57715052 PRR20A +
729233 13 57721622 PRR20B +
729240 13 57728195 PRR20C +
729246 13 57734766 PRR20D +
